__v,_id,className,day,name,profession,status,teacher,time,wday
0,6279378a61aad3f438220e30,ח1,07/04/2022,ביבי נתניהו,ספרות,present,אושרי גנאח,10:27,Thursday
0,6279378a61aad3f438220e3f,ח2,07/04/2022,מנדל שמעון עמר,ערבית,present,ליאור סבוני,10:29,Thursday
0,6279378a61aad3f438220e3c,ח2,07/04/2022,יהודית מנדלבוים,ערבית,home,ליאור סבוני,10:29,Thursday
0,6279378a61aad3f438220e3e,ח2,07/04/2022,ליאור אוחנה,ערבית,present,ליאור סבוני,10:29,Thursday
0,6279378a61aad3f438220e42,ח3,07/04/2022,בראד פיט,גיאוגרפיה,present,אלון טמנו,10:27,Thursday
0,6279378a61aad3f438220e3d,ח2,07/04/2022,יעל בר זוהר,ערבית,present,ליאור סבוני,10:29,Thursday
0,6279378a61aad3f438220e39,ח2,07/04/2022,דונלד טראמפ,ערבית,present,ליאור סבוני,10:29,Thursday
0,6279378a61aad3f438220e3b,ח2,07/04/2022,יאיר לפיד,ערבית,present,ליאור סבוני,10:29,Thursday
0,6279378a61aad3f438220e3a,ח2,07/04/2022,טל חדד,ערבית,present,ליאור סבוני,10:29,Thursday
0,6279378a61aad3f438220e40,ח2,07/04/2022,נועה קירל,ערבית,present,ליאור סבוני,10:29,Thursday
0,6279378a61aad3f438220e41,ח3,07/04/2022,אביחי ממן,גיאוגרפיה,present,אלון טמנו,10:27,Thursday
0,6279378a61aad3f438220e4a,ח3,07/04/2022,עדן דדון,גיאוגרפיה,present,אלון טמנו,10:27,Thursday
0,6279378a61aad3f438220e44,ח3,07/04/2022,ג׳ו ביידן,גיאוגרפיה,home,אלון טמנו,10:27,Thursday
0,6279378a61aad3f438220e49,ח3,07/04/2022,נופר צדפיה,גיאוגרפיה,present,אלון טמנו,10:27,Thursday
0,6279378a61aad3f438220e47,ח3,07/04/2022,גיא דהן,גיאוגרפיה,present,אלון טמנו,10:27,Thursday
0,6279378a61aad3f438220e48,ח3,07/04/2022,דניאל אסייג,גיאוגרפיה,home,אלון טמנו,10:27,Thursday
0,6279378a61aad3f438220e45,ח3,07/04/2022,ג׳וני דפ,גיאוגרפיה,present,אלון טמנו,10:27,Thursday
0,6279378a61aad3f438220e46,ח3,07/04/2022,ג׳ייסון סטטהם,גיאוגרפיה,present,אלון טמנו,10:27,Thursday
0,6279378a61aad3f438220e43,ח3,07/04/2022,ברק אובמה,גיאוגרפיה,present,אלון טמנו,10:27,Thursday
0,6279981341b76f32aa435e96,ח1,10/04/2022,אמבר הרד,חשבון,present,חיים כהן,08:40,Sunday
0,6279981341b76f32aa435e97,ח1,10/04/2022,אנג׳לינה ג׳ולי,חשבון,home,חיים כהן,08:40,Sunday
0,6279981341b76f32aa435e95,ח1,10/04/2022,אגם בוחבוט,חשבון,present,חיים כהן,08:40,Sunday
0,6279981341b76f32aa435e9a,ח1,10/04/2022,דודי ביטון,חשבון,present,חיים כהן,08:40,Sunday
0,6279981341b76f32aa435e99,ח1,10/04/2022,בר רפאלי,חשבון,present,חיים כהן,08:40,Sunday
0,6279981341b76f32aa435e9b,ח1,10/04/2022,סיטארה אלייב,חשבון,present,חיים כהן,08:40,Sunday
0,6279981341b76f32aa435e98,ח1,10/04/2022,ביבי נתניהו,חשבון,present,חיים כהן,08:40,Sunday
0,6279981341b76f32aa435e9d,ח1,10/04/2022,עינב בן חמו,חשבון,home,חיים כהן,08:40,Sunday
0,6279981341b76f32aa435e9f,ח2,10/04/2022,ג׳סטין ביבר,אנגלית,present,עוז שלום,08:39,Sunday
0,6279981341b76f32aa435ea0,ח2,10/04/2022,דודו אהרון,אנגלית,home,עוז שלום,08:39,Sunday
0,6279981341b76f32aa435e9e,ח1,10/04/2022,שקד בן חמו,חשבון,present,חיים כהן,08:40,Sunday
0,6279981341b76f32aa435e9c,ח1,10/04/2022,עדן מוזס,חשבון,present,חיים כהן,08:40,Sunday
0,6279981341b76f32aa435ea2,ח2,10/04/2022,טל חדד,אנגלית,present,עוז שלום,08:39,Sunday
0,6279981341b76f32aa435ea6,ח2,10/04/2022,ליאור אוחנה,אנגלית,present,עוז שלום,08:39,Sunday
0,6279981341b76f32aa435ea4,ח2,10/04/2022,יהודית מנדלבוים,אנגלית,present,עוז שלום,08:39,Sunday
0,6279981341b76f32aa435ea5,ח2,10/04/2022,יעל בר זוהר,אנגלית,present,עוז שלום,08:39,Sunday
0,6279981341b76f32aa435ea3,ח2,10/04/2022,יאיר לפיד,אנגלית,present,עוז שלום,08:39,Sunday
0,6279981341b76f32aa435ea1,ח2,10/04/2022,דונלד טראמפ,אנגלית,present,עוז שלום,08:39,Sunday
0,6279981341b76f32aa435ead,ח1,10/04/2022,בר רפאלי,היסטוריה,present,שלי מיכאלאשוילי,10:25,Sunday
0,6279981341b76f32aa435ea8,ח2,10/04/2022,נועה קירל,אנגלית,home,עוז שלום,08:39,Sunday
0,6279981341b76f32aa435eac,ח1,10/04/2022,ביבי נתניהו,היסטוריה,present,שלי מיכאלאשוילי,10:25,Sunday
0,6279981341b76f32aa435eaa,ח1,10/04/2022,אמבר הרד,היסטוריה,present,שלי מיכאלאשוילי,10:25,Sunday
0,6279981341b76f32aa435ea7,ח2,10/04/2022,מנדל שמעון עמר,אנגלית,present,עוז שלום,08:39,Sunday
0,6279981341b76f32aa435ea9,ח1,10/04/2022,אגם בוחבוט,היסטוריה,present,שלי מיכאלאשוילי,10:25,Sunday
0,6279981341b76f32aa435eab,ח1,10/04/2022,אנג׳לינה ג׳ולי,היסטוריה,home,שלי מיכאלאשוילי,10:25,Sunday
0,6279981341b76f32aa435eb3,ח2,10/04/2022,ג׳סטין ביבר,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279981341b76f32aa435eb1,ח1,10/04/2022,עינב בן חמו,היסטוריה,home,שלי מיכאלאשוילי,10:25,Sunday
0,6279981341b76f32aa435eb5,ח2,10/04/2022,דונלד טראמפ,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279981341b76f32aa435eb4,ח2,10/04/2022,דודו אהרון,"תנ""ך",home,אלעד דהן,12:25,Sunday
0,6279981341b76f32aa435eaf,ח1,10/04/2022,סיטארה אלייב,היסטוריה,present,שלי מיכאלאשוילי,10:25,Sunday
0,6279981341b76f32aa435eb2,ח1,10/04/2022,שקד בן חמו,היסטוריה,present,שלי מיכאלאשוילי,10:25,Sunday
0,6279981341b76f32aa435eb0,ח1,10/04/2022,עדן מוזס,היסטוריה,present,שלי מיכאלאשוילי,10:25,Sunday
0,6279981341b76f32aa435eae,ח1,10/04/2022,דודי ביטון,היסטוריה,present,שלי מיכאלאשוילי,10:25,Sunday
0,6279981341b76f32aa435ebe,ח1,10/04/2022,אמבר הרד,לשון,present,סמדר שולמן,12:24,Sunday
0,6279981341b76f32aa435ebd,ח1,10/04/2022,אגם בוחבוט,לשון,present,סמדר שולמן,12:24,Sunday
0,6279981341b76f32aa435ebc,ח2,10/04/2022,נועה קירל,"תנ""ך",home,אלעד דהן,12:25,Sunday
0,6279981341b76f32aa435ebb,ח2,10/04/2022,מנדל שמעון עמר,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279981341b76f32aa435eb7,ח2,10/04/2022,יאיר לפיד,"תנ""ך",evasion,אלעד דהן,12:25,Sunday
0,6279981341b76f32aa435eb9,ח2,10/04/2022,יעל בר זוהר,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279981341b76f32aa435eba,ח2,10/04/2022,ליאור אוחנה,"תנ""ך",evasion,אלעד דהן,12:25,Sunday
0,6279981341b76f32aa435eb8,ח2,10/04/2022,יהודית מנדלבוים,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279981341b76f32aa435eb6,ח2,10/04/2022,טל חדד,"תנ""ך",present,אלעד דהן,12:25,Sunday
0,6279981341b76f32aa435ec5,ח1,10/04/2022,עינב בן חמו,לשון,home,סמדר שולמן,12:24,Sunday
0,6279981341b76f32aa435ec6,ח1,10/04/2022,שקד בן חמו,לשון,evasion,סמדר שולמן,12:24,Sunday
0,6279981341b76f32aa435ec8,ח3,10/04/2022,בראד פיט,חשבון,present,חיים כהן,12:27,Sunday
0,6279981341b76f32aa435ec2,ח1,10/04/2022,דודי ביטון,לשון,present,סמדר שולמן,12:24,Sunday
0,6279981341b76f32aa435ec3,ח1,10/04/2022,סיטארה אלייב,לשון,present,סמדר שולמן,12:24,Sunday
0,6279981341b76f32aa435ec7,ח3,10/04/2022,אביחי ממן,חשבון,home,חיים כהן,12:27,Sunday
0,6279981341b76f32aa435ec1,ח1,10/04/2022,בר רפאלי,לשון,present,סמדר שולמן,12:24,Sunday
0,6279981341b76f32aa435ec0,ח1,10/04/2022,ביבי נתניהו,לשון,present,סמדר שולמן,12:24,Sunday
0,6279981341b76f32aa435ec4,ח1,10/04/2022,עדן מוזס,לשון,present,סמדר שולמן,12:24,Sunday
0,6279981341b76f32aa435ebf,ח1,10/04/2022,אנג׳לינה ג׳ולי,לשון,home,סמדר שולמן,12:24,Sunday
0,6279981341b76f32aa435ed0,ח3,10/04/2022,עדן דדון,חשבון,present,חיים כהן,12:27,Sunday
0,6279981341b76f32aa435ed3,ח3,10/04/2022,ברק אובמה,אנגלית,present,עוז שלום,10:27,Sunday
0,6279981341b76f32aa435ed2,ח3,10/04/2022,בראד פיט,אנגלית,present,עוז שלום,10:27,Sunday
0,6279981341b76f32aa435ecf,ח3,10/04/2022,נופר צדפיה,חשבון,present,חיים כהן,12:27,Sunday
0,6279981341b76f32aa435ecd,ח3,10/04/2022,גיא דהן,חשבון,present,חיים כהן,12:27,Sunday
0,6279981341b76f32aa435ecb,ח3,10/04/2022,ג׳וני דפ,חשבון,home,חיים כהן,12:27,Sunday
0,6279981341b76f32aa435ed1,ח3,10/04/2022,אביחי ממן,אנגלית,home,עוז שלום,10:27,Sunday
0,6279981341b76f32aa435eca,ח3,10/04/2022,ג׳ו ביידן,חשבון,present,חיים כהן,12:27,Sunday
0,6279981341b76f32aa435ec9,ח3,10/04/2022,ברק אובמה,חשבון,present,חיים כהן,12:27,Sunday
0,6279981341b76f32aa435ece,ח3,10/04/2022,דניאל אסייג,חשבון,present,חיים כהן,12:27,Sunday
0,6279981341b76f32aa435ecc,ח3,10/04/2022,ג׳ייסון סטטהם,חשבון,present,חיים כהן,12:27,Sunday
0,6279981341b76f32aa435eda,ח3,10/04/2022,עדן דדון,אנגלית,present,עוז שלום,10:27,Sunday
0,6279981341b76f32aa435ede,ח3,10/04/2022,ג׳ו ביידן,"תנ""ך",present,אלעד דהן,08:41,Sunday
0,6279981341b76f32aa435edd,ח3,10/04/2022,ברק אובמה,"תנ""ך",present,אלעד דהן,08:41,Sunday
0,6279981341b76f32aa435ed8,ח3,10/04/2022,דניאל אסייג,אנגלית,present,עוז שלום,10:27,Sunday
0,6279981341b76f32aa435edb,ח3,10/04/2022,אביחי ממן,"תנ""ך",home,אלעד דהן,08:41,Sunday
0,6279981341b76f32aa435edc,ח3,10/04/2022,בראד פיט,"תנ""ך",present,אלעד דהן,08:41,Sunday
0,6279981341b76f32aa435ed7,ח3,10/04/2022,גיא דהן,אנגלית,present,עוז שלום,10:27,Sunday
0,6279981341b76f32aa435edf,ח3,10/04/2022,ג׳וני דפ,"תנ""ך",home,אלעד דהן,08:41,Sunday
0,6279981341b76f32aa435ed9,ח3,10/04/2022,נופר צדפיה,אנגלית,present,עוז שלום,10:27,Sunday
0,6279981341b76f32aa435ed5,ח3,10/04/2022,ג׳וני דפ,אנגלית,home,עוז שלום,10:27,Sunday
0,6279981341b76f32aa435ed6,ח3,10/04/2022,ג׳ייסון סטטהם,אנגלית,present,עוז שלום,10:27,Sunday
0,6279981341b76f32aa435ed4,ח3,10/04/2022,ג׳ו ביידן,אנגלית,present,עוז שלום,10:27,Sunday
0,6279981341b76f32aa435ee1,ח3,10/04/2022,גיא דהן,"תנ""ך",present,אלעד דהן,08:41,Sunday
0,6279981341b76f32aa435ee6,ח2,10/04/2022,דודו אהרון,ערבית,home,ליאור סבוני,10:26,Sunday
0,6279981341b76f32aa435ee9,ח2,10/04/2022,יאיר לפיד,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279981341b76f32aa435ee3,ח3,10/04/2022,נופר צדפיה,"תנ""ך",present,אלעד דהן,08:41,Sunday
0,6279981341b76f32aa435eec,ח2,10/04/2022,ליאור אוחנה,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279981341b76f32aa435eea,ח2,10/04/2022,יהודית מנדלבוים,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279981341b76f32aa435ee7,ח2,10/04/2022,דונלד טראמפ,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279981341b76f32aa435eeb,ח2,10/04/2022,יעל בר זוהר,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279981341b76f32aa435ee8,ח2,10/04/2022,טל חדד,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279981341b76f32aa435ee2,ח3,10/04/2022,דניאל אסייג,"תנ""ך",present,אלעד דהן,08:41,Sunday
0,6279981341b76f32aa435ee5,ח2,10/04/2022,ג׳סטין ביבר,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279981341b76f32aa435ee4,ח3,10/04/2022,עדן דדון,"תנ""ך",present,אלעד דהן,08:41,Sunday
0,6279981341b76f32aa435ee0,ח3,10/04/2022,ג׳ייסון סטטהם,"תנ""ך",present,אלעד דהן,08:41,Sunday
0,6279981341b76f32aa435eed,ח2,10/04/2022,מנדל שמעון עמר,ערבית,present,ליאור סבוני,10:26,Sunday
0,6279981341b76f32aa435eee,ח2,10/04/2022,נועה קירל,ערבית,home,ליאור סבוני,10:26,Sunday
0,6279987186b3775adfa8a68d,ח3,11/04/2022,בראד פיט,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,6279987186b3775adfa8a68c,ח3,11/04/2022,אביחי ממן,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,6279987186b3775adfa8a68e,ח3,11/04/2022,ברק אובמה,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,6279987186b3775adfa8a691,ח3,11/04/2022,ג׳ייסון סטטהם,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,6279987186b3775adfa8a692,ח3,11/04/2022,גיא דהן,היסטוריה,home,שלי מיכאלאשוילי,08:29,Monday
0,6279987186b3775adfa8a690,ח3,11/04/2022,ג׳וני דפ,היסטוריה,home,שלי מיכאלאשוילי,08:29,Monday
0,6279987186b3775adfa8a68f,ח3,11/04/2022,ג׳ו ביידן,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,6279987186b3775adfa8a697,ח2,11/04/2022,דודו אהרון,חשבון,present,חיים כהן,08:23,Monday
0,6279987186b3775adfa8a694,ח3,11/04/2022,נופר צדפיה,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,6279987186b3775adfa8a696,ח2,11/04/2022,ג׳סטין ביבר,חשבון,home,חיים כהן,08:23,Monday
0,6279987186b3775adfa8a695,ח3,11/04/2022,עדן דדון,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,6279987186b3775adfa8a693,ח3,11/04/2022,דניאל אסייג,היסטוריה,present,שלי מיכאלאשוילי,08:29,Monday
0,6279987186b3775adfa8a69d,ח2,11/04/2022,ליאור אוחנה,חשבון,present,חיים כהן,08:23,Monday
0,6279987186b3775adfa8a69b,ח2,11/04/2022,יהודית מנדלבוים,חשבון,present,חיים כהן,08:23,Monday
0,6279987186b3775adfa8a69c,ח2,11/04/2022,יעל בר זוהר,חשבון,present,חיים כהן,08:23,Monday
0,6279987186b3775adfa8a698,ח2,11/04/2022,דונלד טראמפ,חשבון,present,חיים כהן,08:23,Monday
0,6279987186b3775adfa8a69a,ח2,11/04/2022,יאיר לפיד,חשבון,home,חיים כהן,08:23,Monday
0,6279987186b3775adfa8a699,ח2,11/04/2022,טל חדד,חשבון,home,חיים כהן,08:23,Monday
0,6279987186b3775adfa8a6a1,ח1,11/04/2022,אמבר הרד,אנגלית,present,עוז שלום,08:27,Monday
0,6279987186b3775adfa8a6a4,ח1,11/04/2022,בר רפאלי,אנגלית,present,עוז שלום,08:27,Monday
0,6279987186b3775adfa8a6a3,ח1,11/04/2022,ביבי נתניהו,אנגלית,present,עוז שלום,08:27,Monday
0,6279987186b3775adfa8a6a2,ח1,11/04/2022,אנג׳לינה ג׳ולי,אנגלית,present,עוז שלום,08:27,Monday
0,6279987186b3775adfa8a69f,ח2,11/04/2022,נועה קירל,חשבון,present,חיים כהן,08:23,Monday
0,6279987186b3775adfa8a6a0,ח1,11/04/2022,אגם בוחבוט,אנגלית,present,עוז שלום,08:27,Monday
0,6279987186b3775adfa8a69e,ח2,11/04/2022,מנדל שמעון עמר,חשבון,present,חיים כהן,08:23,Monday
0,6279987186b3775adfa8a6ac,ח2,11/04/2022,דונלד טראמפ,לשון,present,סמדר שולמן,12:23,Monday
0,6279987186b3775adfa8a6ab,ח2,11/04/2022,דודו אהרון,לשון,present,סמדר שולמן,12:23,Monday
0,6279987186b3775adfa8a6a7,ח1,11/04/2022,עדן מוזס,אנגלית,present,עוז שלום,08:27,Monday
0,6279987186b3775adfa8a6a6,ח1,11/04/2022,סיטארה אלייב,אנגלית,present,עוז שלום,08:27,Monday
0,6279987186b3775adfa8a6a9,ח1,11/04/2022,שקד בן חמו,אנגלית,home,עוז שלום,08:27,Monday
0,6279987186b3775adfa8a6a5,ח1,11/04/2022,דודי ביטון,אנגלית,home,עוז שלום,08:27,Monday
0,6279987186b3775adfa8a6aa,ח2,11/04/2022,ג׳סטין ביבר,לשון,home,סמדר שולמן,12:23,Monday
0,6279987186b3775adfa8a6a8,ח1,11/04/2022,עינב בן חמו,אנגלית,present,עוז שלום,08:27,Monday
0,6279987186b3775adfa8a6b4,ח1,11/04/2022,אגם בוחבוט,"תנ""ך",present,אלעד דהן,12:25,Monday
0,6279987186b3775adfa8a6b2,ח2,11/04/2022,מנדל שמעון עמר,לשון,present,סמדר שולמן,12:23,Monday
0,6279987186b3775adfa8a6b3,ח2,11/04/2022,נועה קירל,לשון,present,סמדר שולמן,12:23,Monday
0,6279987186b3775adfa8a6b5,ח1,11/04/2022,אמבר הרד,"תנ""ך",present,אלעד דהן,12:25,Monday
0,6279987186b3775adfa8a6ae,ח2,11/04/2022,יאיר לפיד,לשון,home,סמדר שולמן,12:23,Monday
0,6279987186b3775adfa8a6b1,ח2,11/04/2022,ליאור אוחנה,לשון,present,סמדר שולמן,12:23,Monday
0,6279987186b3775adfa8a6af,ח2,11/04/2022,יהודית מנדלבוים,לשון,present,סמדר שולמן,12:23,Monday
0,6279987186b3775adfa8a6ad,ח2,11/04/2022,טל חדד,לשון,home,סמדר שולמן,12:23,Monday
0,6279987186b3775adfa8a6b0,ח2,11/04/2022,יעל בר זוהר,לשון,present,סמדר שולמן,12:23,Monday
0,6279987186b3775adfa8a6bf,ח3,11/04/2022,בראד פיט,לשון,present,סמדר שולמן,10:23,Monday
0,6279987186b3775adfa8a6be,ח3,11/04/2022,אביחי ממן,לשון,present,סמדר שולמן,10:23,Monday
0,6279987186b3775adfa8a6ba,ח1,11/04/2022,סיטארה אלייב,"תנ""ך",present,אלעד דהן,12:25,Monday
0,6279987186b3775adfa8a6b9,ח1,11/04/2022,דודי ביטון,"תנ""ך",home,אלעד דהן,12:25,Monday
0,6279987186b3775adfa8a6bb,ח1,11/04/2022,עדן מוזס,"תנ""ך",present,אלעד דהן,12:25,Monday
0,6279987186b3775adfa8a6b8,ח1,11/04/2022,בר רפאלי,"תנ""ך",present,אלעד דהן,12:25,Monday
0,6279987186b3775adfa8a6b7,ח1,11/04/2022,ביבי נתניהו,"תנ""ך",present,אלעד דהן,12:25,Monday
0,6279987186b3775adfa8a6bd,ח1,11/04/2022,שקד בן חמו,"תנ""ך",home,אלעד דהן,12:25,Monday
0,6279987186b3775adfa8a6bc,ח1,11/04/2022,עינב בן חמו,"תנ""ך",present,אלעד דהן,12:25,Monday
0,6279987186b3775adfa8a6b6,ח1,11/04/2022,אנג׳לינה ג׳ולי,"תנ""ך",present,אלעד דהן,12:25,Monday
0,6279987186b3775adfa8a6ca,ח2,11/04/2022,דונלד טראמפ,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,6279987186b3775adfa8a6c9,ח2,11/04/2022,דודו אהרון,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,6279987186b3775adfa8a6c2,ח3,11/04/2022,ג׳וני דפ,לשון,home,סמדר שולמן,10:23,Monday
0,6279987186b3775adfa8a6c6,ח3,11/04/2022,נופר צדפיה,לשון,present,סמדר שולמן,10:23,Monday
0,6279987186b3775adfa8a6c8,ח2,11/04/2022,ג׳סטין ביבר,היסטוריה,home,שלי מיכאלאשוילי,10:23,Monday
0,6279987186b3775adfa8a6c7,ח3,11/04/2022,עדן דדון,לשון,present,סמדר שולמן,10:23,Monday
0,6279987186b3775adfa8a6c1,ח3,11/04/2022,ג׳ו ביידן,לשון,present,סמדר שולמן,10:23,Monday
0,6279987186b3775adfa8a6c5,ח3,11/04/2022,דניאל אסייג,לשון,present,סמדר שולמן,10:23,Monday
0,6279987186b3775adfa8a6c4,ח3,11/04/2022,גיא דהן,לשון,home,סמדר שולמן,10:23,Monday
0,6279987186b3775adfa8a6c0,ח3,11/04/2022,ברק אובמה,לשון,present,סמדר שולמן,10:23,Monday
0,6279987186b3775adfa8a6c3,ח3,11/04/2022,ג׳ייסון סטטהם,לשון,present,סמדר שולמן,10:23,Monday
0,6279987186b3775adfa8a6d6,ח1,11/04/2022,בר רפאלי,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,6279987186b3775adfa8a6d5,ח1,11/04/2022,ביבי נתניהו,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,6279987186b3775adfa8a6ce,ח2,11/04/2022,יעל בר זוהר,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,6279987186b3775adfa8a6d1,ח2,11/04/2022,נועה קירל,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,6279987186b3775adfa8a6cf,ח2,11/04/2022,ליאור אוחנה,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,6279987186b3775adfa8a6cd,ח2,11/04/2022,יהודית מנדלבוים,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,6279987186b3775adfa8a6d4,ח1,11/04/2022,אנג׳לינה ג׳ולי,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,6279987186b3775adfa8a6cc,ח2,11/04/2022,יאיר לפיד,היסטוריה,home,שלי מיכאלאשוילי,10:23,Monday
0,6279987186b3775adfa8a6d0,ח2,11/04/2022,מנדל שמעון עמר,היסטוריה,present,שלי מיכאלאשוילי,10:23,Monday
0,6279987186b3775adfa8a6d2,ח1,11/04/2022,אגם בוחבוט,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,6279987186b3775adfa8a6d3,ח1,11/04/2022,אמבר הרד,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,6279987186b3775adfa8a6cb,ח2,11/04/2022,טל חדד,היסטוריה,home,שלי מיכאלאשוילי,10:23,Monday
0,6279987186b3775adfa8a6e3,ח3,11/04/2022,דניאל אסייג,ספרות,present,אושרי גנאח,12:26,Monday
0,6279987186b3775adfa8a6e1,ח3,11/04/2022,ג׳ייסון סטטהם,ספרות,present,אושרי גנאח,12:26,Monday
0,6279987186b3775adfa8a6da,ח1,11/04/2022,עינב בן חמו,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,6279987186b3775adfa8a6d8,ח1,11/04/2022,סיטארה אלייב,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,6279987186b3775adfa8a6e0,ח3,11/04/2022,ג׳וני דפ,ספרות,home,אושרי גנאח,12:26,Monday
0,6279987186b3775adfa8a6d9,ח1,11/04/2022,עדן מוזס,פיזיקה,present,גליה מוריוסף,10:25,Monday
0,6279987186b3775adfa8a6db,ח1,11/04/2022,שקד בן חמו,פיזיקה,home,גליה מוריוסף,10:25,Monday
0,6279987186b3775adfa8a6e2,ח3,11/04/2022,גיא דהן,ספרות,home,אושרי גנאח,12:26,Monday
0,6279987186b3775adfa8a6dc,ח3,11/04/2022,אביחי ממן,ספרות,present,אושרי גנאח,12:26,Monday
0,6279987186b3775adfa8a6de,ח3,11/04/2022,ברק אובמה,ספרות,present,אושרי גנאח,12:26,Monday
0,6279987186b3775adfa8a6d7,ח1,11/04/2022,דודי ביטון,פיזיקה,home,גליה מוריוסף,10:25,Monday
0,6279987186b3775adfa8a6dd,ח3,11/04/2022,בראד פיט,ספרות,present,אושרי גנאח,12:26,Monday
0,6279987186b3775adfa8a6df,ח3,11/04/2022,ג׳ו ביידן,ספרות,present,אושרי גנאח,12:26,Monday
0,6279987186b3775adfa8a6e4,ח3,11/04/2022,נופר צדפיה,ספרות,present,אושרי גנאח,12:26,Monday
0,6279987186b3775adfa8a6e5,ח3,11/04/2022,עדן דדון,ספרות,present,אושרי גנאח,12:26,Monday
0,627999a02182d179ed53a3a6,ח2,12/04/2022,דונלד טראמפ,"תנ""ך",present,אלעד דהן,10:28,Tuesday
0,627999a02182d179ed53a3a5,ח2,12/04/2022,דודו אהרון,"תנ""ך",present,אלעד דהן,10:28,Tuesday
0,627999a02182d179ed53a3a4,ח2,12/04/2022,ג׳סטין ביבר,"תנ""ך",present,אלעד דהן,10:28,Tuesday
0,627999a02182d179ed53a3a8,ח2,12/04/2022,יאיר לפיד,"תנ""ך",present,אלעד דהן,10:28,Tuesday
0,627999a02182d179ed53a3a9,ח2,12/04/2022,יהודית מנדלבוים,"תנ""ך",present,אלעד דהן,10:28,Tuesday
0,627999a02182d179ed53a3aa,ח2,12/04/2022,יעל בר זוהר,"תנ""ך",home,אלעד דהן,10:28,Tuesday
0,627999a02182d179ed53a3a7,ח2,12/04/2022,טל חדד,"תנ""ך",home,אלעד דהן,10:28,Tuesday
0,627999a02182d179ed53a3af,ח2,12/04/2022,דודו אהרון,חשבון,present,חיים כהן,08:22,Tuesday
0,627999a02182d179ed53a3ae,ח2,12/04/2022,ג׳סטין ביבר,חשבון,present,חיים כהן,08:22,Tuesday
0,627999a02182d179ed53a3ac,ח2,12/04/2022,מנדל שמעון עמר,"תנ""ך",home,אלעד דהן,10:28,Tuesday
0,627999a02182d179ed53a3ad,ח2,12/04/2022,נועה קירל,"תנ""ך",present,אלעד דהן,10:28,Tuesday
0,627999a02182d179ed53a3ab,ח2,12/04/2022,ליאור אוחנה,"תנ""ך",present,אלעד דהן,10:28,Tuesday
0,627999a02182d179ed53a3b5,ח2,12/04/2022,ליאור אוחנה,חשבון,present,חיים כהן,08:22,Tuesday
0,627999a02182d179ed53a3b1,ח2,12/04/2022,טל חדד,חשבון,home,חיים כהן,08:22,Tuesday
0,627999a02182d179ed53a3b2,ח2,12/04/2022,יאיר לפיד,חשבון,evasion,חיים כהן,08:22,Tuesday
0,627999a02182d179ed53a3b3,ח2,12/04/2022,יהודית מנדלבוים,חשבון,present,חיים כהן,08:22,Tuesday
0,627999a02182d179ed53a3b0,ח2,12/04/2022,דונלד טראמפ,חשבון,present,חיים כהן,08:22,Tuesday
0,627999a02182d179ed53a3b4,ח2,12/04/2022,יעל בר זוהר,חשבון,home,חיים כהן,08:22,Tuesday
0,627999a02182d179ed53a3bc,ח1,12/04/2022,בר רפאלי,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627999a02182d179ed53a3bb,ח1,12/04/2022,ביבי נתניהו,היסטוריה,present,שלי מיכאלאשוילי,08:25,Tuesday
0,627999a02182d179ed53a3b7,ח2,12/04/2022,נועה קירל,חשבון,present,חיים כהן,08:22,Tuesday
